🏎  Subscribers — Cleaned & Transformed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
SUB0681,2024-10-18 00:00:00,2024-10,Pit Lane,9.99,UAE,28,25-34,Organic,No,,Not Churned,2.4,1,23.98,7,Passive,No
SUB0682,2024-03-06 00:00:00,2024-03,Podium,19.99,USA,33,25-34,Social Media,No,,Not Churned,9.9,9,197.9,9,Promoter,No
SUB0683,2024-04-04 00:00:00,2024-04,Podium,19.99,Asia,34,25-34,Referral,No,,Not Churned,8.9,8,177.91,8,Passive,No
SUB0684,2024-01-20 00:00:00,2024-01,Pit Lane,9.99,USA,43,35-44,Referral,Yes,2024-11-21 00:00:00,Lack of Content,10.1,9,100.9,7,Passive,No
SUB0685,2024-10-31 00:00:00,2024-10,Pit Lane,9.99,USA,18,18-24,Organic,No,,Not Churned,2,1,19.98,7,Passive,Yes
SUB0686,2024-07-04 00:00:00,2024-07,Paddock Club,39.99,Asia,18,18-24,Social Media,No,,Not Churned,5.9,5,235.94,6,Detractor,No
SUB0687,2023-08-17 00:00:00,2023-08,Pit Lane,9.99,UAE,18,18-24,Organic,No,,Not Churned,16.5,15,164.84,6,Detractor,No
SUB0688,2023-11-02 00:00:00,2023-11,Podium,19.99,Europe,39,35-44,Organic,No,,Not Churned,14,13,279.86,6,Detractor,No
SUB0689,2024-03-10 00:00:00,2024-03,Podium,19.99,USA,40,35-44,Referral,No,,Not Churned,9.7,8,193.9,6,Detractor,No
SUB0690,2023-09-11 00:00:00,2023-09,Pit Lane,9.99,Europe,18,18-24,Paid Ad,No,,Not Churned,15.7,14,156.84,1,Detractor,Yes
SUB0691,2023-07-13 00:00:00,2023-07,Podium,19.99,Europe,34,25-34,Referral,No,,Not Churned,17.6,16,351.82,8,Passive,No
SUB0692,2023-04-26 00:00:00,2023-04,Pit Lane,9.99,USA,32,25-34,Referral,Yes,2024-07-28 00:00:00,Technical Issues,15.1,14,150.85,7,Passive,No
SUB0693,2023-01-17 00:00:00,2023-01,Podium,19.99,UAE,21,18-24,Referral,No,,Not Churned,23.5,22,469.76,6,Detractor,Yes
SUB0694,2024-08-31 00:00:00,2024-08,Podium,19.99,Latin America,28,25-34,Organic,Yes,2024-12-15 00:00:00,Too Expensive,3.5,2,69.96,7,Passive,No
SUB0695,2023-09-08 00:00:00,2023-09,Pit Lane,9.99,UAE,32,25-34,Organic,No,,Not Churned,15.8,15,157.84,7,Passive,No
SUB0696,2023-08-28 00:00:00,2023-08,Pit Lane,9.99,Europe,40,35-44,Organic,No,,Not Churned,16.1,15,160.84,5,Detractor,No
SUB0697,2023-02-27 00:00:00,2023-02,Podium,19.99,USA,27,25-34,Referral,Yes,2024-01-19 00:00:00,Lack of Content,10.7,9,213.89,6,Detractor,No
SUB0698,2024-08-12 00:00:00,2024-08,Pit Lane,9.99,Europe,26,25-34,Organic,Yes,2024-11-26 00:00:00,Found Alternative,3.5,2,34.97,6,Detractor,No
SUB0699,2023-08-31 00:00:00,2023-08,Pit Lane,9.99,Europe,21,18-24,Paid Ad,Yes,2023-12-12 00:00:00,Technical Issues,3.4,2,33.97,5,Detractor,No
SUB0700,2023-08-15 00:00:00,2023-08,Paddock Club,39.99,USA,45,45-54,Paid Ad,No,,Not Churned,16.6,15,663.83,8,Passive,No
SUB0701,2024-07-24 00:00:00,2024-07,Paddock Club,39.99,Europe,41,35-44,Social Media,No,,Not Churned,5.3,4,211.95,10,Promoter,No
SUB0702,2023-06-29 00:00:00,2023-06,Pit Lane,9.99,Asia,25,25-34,Organic,No,,Not Churned,18.1,17,180.82,9,Promoter,No
SUB0703,2024-05-22 00:00:00,2024-05,Podium,19.99,Asia,32,25-34,Paid Ad,Yes,2024-09-17 00:00:00,No Time,3.9,2,77.96,9,Promoter,No
SUB0704,2024-06-21 00:00:00,2024-06,Podium,19.99,Europe,29,25-34,Referral,No,,Not Churned,6.3,5,125.94,7,Passive,No
SUB0705,2023-06-02 00:00:00,2023-06,Podium,19.99,USA,36,35-44,Organic,No,,Not Churned,19,18,379.81,4,Detractor,No
SUB0706,2024-07-04 00:00:00,2024-07,Pit Lane,9.99,UAE,30,25-34,Paid Ad,No,,Not Churned,5.9,5,58.94,7,Passive,No
SUB0707,2023-11-04 00:00:00,2023-11,Podium,19.99,Europe,41,35-44,Organic,No,,Not Churned,13.9,13,277.86,6,Detractor,No
SUB0708,2024-04-19 00:00:00,2024-04,Pit Lane,9.99,Latin America,44,35-44,Paid Ad,No,,Not Churned,8.4,7,83.92,8,Passive,No
SUB0709,2024-03-02 00:00:00,2024-03,Podium,19.99,Europe,34,25-34,Social Media,No,,Not Churned,10,9,199.9,5,Detractor,No
SUB0710,2023-09-06 00:00:00,2023-09,Pit Lane,9.99,Europe,21,18-24,Organic,Yes,2024-03-23 00:00:00,Too Expensive,6.5,5,64.94,5,Detractor,No
SUB0711,2024-04-05 00:00:00,2024-04,Pit Lane,9.99,Europe,24,18-24,Social Media,No,,Not Churned,8.9,8,88.91,6,Detractor,Yes
SUB0712,2023-07-15 00:00:00,2023-07,Pit Lane,9.99,USA,27,25-34,Organic,Yes,2024-02-23 00:00:00,Technical Issues,7.3,6,72.93,5,Detractor,No
SUB0713,2024-09-09 00:00:00,2024-09,Pit Lane,9.99,Asia,28,25-34,Social Media,Yes,2024-10-18 00:00:00,Lack of Content,1.3,0,12.99,5,Detractor,No
SUB0714,2024-08-24 00:00:00,2024-08,Paddock Club,39.99,Middle East,18,18-24,Referral,No,,Not Churned,4.2,3,167.96,10,Promoter,No
SUB0715,2024-05-05 00:00:00,2024-05,Pit Lane,9.99,USA,25,25-34,Paid Ad,Yes,2024-08-28 00:00:00,Found Alternative,3.8,2,37.96,8,Passive,No
SUB0716,2023-01-16 00:00:00,2023-01,Pit Lane,9.99,USA,31,25-34,Referral,Yes,2023-08-28 00:00:00,Too Expensive,7.4,6,73.93,7,Passive,No
SUB0717,2024-05-05 00:00:00,2024-05,Pit Lane,9.99,USA,29,25-34,Paid Ad,No,,Not Churned,7.9,7,78.92,7,Passive,No
SUB0718,2023-07-29 00:00:00,2023-07,Podium,19.99,UAE,34,25-34,Referral,No,,Not Churned,17.1,16,341.83,8,Passive,No
SUB0719,2023-11-26 00:00:00,2023-11,Pit Lane,9.99,Europe,18,18-24,Social Media,No,,Not Churned,13.2,12,131.87,5,Detractor,No
SUB0720,2024-06-30 00:00:00,2024-06,Paddock Club,39.99,UAE,18,18-24,Paid Ad,No,,Not Churned,6,5,239.94,7,Passive,No
SUB0721,2024-01-04 00:00:00,2024-01,Pit Lane,9.99,Europe,33,25-34,Organic,No,,Not Churned,11.9,11,118.88,4,Detractor,No
SUB0722,2023-04-11 00:00:00,2023-04,Podium,19.99,Asia,27,25-34,Paid Ad,No,,Not Churned,20.7,20,413.79,5,Detractor,No
SUB0723,2023-11-24 00:00:00,2023-11,Pit Lane,9.99,Europe,43,35-44,Organic,No,,Not Churned,13.2,12,131.87,4,Detractor,No
SUB0724,2024-02-28 00:00:00,2024-02,Pit Lane,9.99,USA,22,18-24,Paid Ad,Yes,2024-07-20 00:00:00,Lack of Content,4.7,3,46.95,5,Detractor,No
SUB0725,2023-01-17 00:00:00,2023-01,Pit Lane,9.99,Europe,35,35-44,Organic,Yes,2024-10-06 00:00:00,Technical Issues,20.6,19,205.79,8,Passive,No
SUB0726,2024-03-03 00:00:00,2024-03,Podium,19.99,Europe,24,18-24,Paid Ad,Yes,2024-07-11 00:00:00,Found Alternative,4.3,3,85.96,9,Promoter,No
SUB0727,2023-08-24 00:00:00,2023-08,Podium,19.99,Europe,35,35-44,Paid Ad,No,,Not Churned,16.3,15,325.84,9,Promoter,No
SUB0728,2024-05-26 00:00:00,2024-05,Podium,19.99,Asia,49,45-54,Paid Ad,No,,Not Churned,7.2,6,143.93,6,Detractor,No
SUB0729,2023-12-12 00:00:00,2023-12,Pit Lane,9.99,Europe,40,35-44,Referral,Yes,2024-09-17 00:00:00,No Time,9.2,8,91.91,6,Detractor,No
SUB0730,2024-04-16 00:00:00,2024-04,Pit Lane,9.99,Middle East,32,25-34,Organic,Yes,2024-12-05 00:00:00,Found Alternative,7.7,6,76.92,8,Passive,No
SUB0731,2023-06-23 00:00:00,2023-06,Podium,19.99,UAE,36,35-44,Social Media,Yes,2024-12-04 00:00:00,Lack of Content,17.4,16,347.83,5,Detractor,No
SUB0732,2024-07-09 00:00:00,2024-07,Pit Lane,9.99,Asia,38,35-44,Paid Ad,No,,Not Churned,5.7,4,56.94,7,Passive,No
SUB0733,2024-06-20 00:00:00,2024-06,Pit Lane,9.99,USA,43,35-44,Organic,Yes,2024-08-08 00:00:00,Too Expensive,1.6,0,15.98,8,Passive,No
SUB0734,2023-01-07 00:00:00,2023-01,Podium,19.99,Europe,25,25-34,Paid Ad,No,,Not Churned,23.8,23,475.76,8,Passive,No
SUB0735,2023-08-25 00:00:00,2023-08,Podium,19.99,Europe,24,18-24,Organic,Yes,2023-12-10 00:00:00,Too Expensive,3.5,2,69.96,8,Passive,No
SUB0736,2023-08-12 00:00:00,2023-08,Pit Lane,9.99,Europe,24,18-24,Organic,No,,Not Churned,16.7,15,166.83,8,Passive,No
SUB0737,2024-09-24 00:00:00,2024-09,Pit Lane,9.99,Middle East,28,25-34,Referral,No,,Not Churned,3.2,2,31.97,6,Detractor,No
SUB0738,2024-05-09 00:00:00,2024-05,Pit Lane,9.99,Europe,22,18-24,Paid Ad,No,,Not Churned,7.8,6,77.92,9,Promoter,Yes
SUB0739,2024-06-28 00:00:00,2024-06,Podium,19.99,Europe,32,25-34,Paid Ad,No,,Not Churned,6.1,5,121.94,7,Passive,Yes
SUB0740,2024-06-26 00:00:00,2024-06,Pit Lane,9.99,Asia,31,25-34,Organic,No,,Not Churned,6.2,5,61.94,10,Promoter,No
SUB0741,2023-10-21 00:00:00,2023-10,Pit Lane,9.99,UAE,36,35-44,Organic,Yes,2024-11-11 00:00:00,No Time,12.7,11,126.87,6,Detractor,No
SUB0742,2023-07-03 00:00:00,2023-07,Pit Lane,9.99,Europe,32,25-34,Organic,Yes,2023-11-08 00:00:00,Technical Issues,4.2,3,41.96,3,Detractor,No
SUB0743,2023-06-02 00:00:00,2023-06,Podium,19.99,Middle East,40,35-44,Social Media,Yes,2024-12-22 00:00:00,Found Alternative,18.7,17,373.81,9,Promoter,No
SUB0744,2023-12-29 00:00:00,2023-12,Paddock Club,39.99,Europe,23,18-24,Paid Ad,No,,Not Churned,12.1,11,483.88,6,Detractor,No
SUB0745,2024-01-18 00:00:00,2024-01,Podium,19.99,USA,40,35-44,Organic,No,,Not Churned,11.4,10,227.89,4,Detractor,No
SUB0746,2023-09-07 00:00:00,2023-09,Podium,19.99,Europe,32,25-34,Paid Ad,No,,Not Churned,15.8,15,315.84,8,Passive,No
SUB0747,2024-12-01 00:00:00,2024-12,Pit Lane,9.99,Europe,27,25-34,Organic,No,,Not Churned,1,0,9.99,6,Detractor,Yes
SUB0748,2024-10-27 00:00:00,2024-10,Pit Lane,9.99,USA,40,35-44,Referral,No,,Not Churned,2.1,1,20.98,6,Detractor,Yes
SUB0749,2024-01-24 00:00:00,2024-01,Paddock Club,39.99,USA,31,25-34,Organic,No,,Not Churned,11.2,10,447.89,6,Detractor,No
SUB0750,2024-10-14 00:00:00,2024-10,Pit Lane,9.99,USA,28,25-34,Referral,Yes,2024-11-23 00:00:00,Too Expensive,1.3,0,12.99,6,Detractor,No
SUB0751,2024-05-26 00:00:00,2024-05,Pit Lane,9.99,UAE,30,25-34,Paid Ad,No,,Not Churned,7.2,6,71.93,6,Detractor,No
SUB0752,2023-12-06 00:00:00,2023-12,Podium,19.99,Asia,41,35-44,Social Media,No,,Not Churned,12.8,12,255.87,7,Passive,No
SUB0753,2023-04-08 00:00:00,2023-04,Pit Lane,9.99,Europe,40,35-44,Referral,No,,Not Churned,20.8,20,207.79,8,Passive,No
SUB0754,2023-08-24 00:00:00,2023-08,Pit Lane,9.99,Europe,32,25-34,Organic,Yes,2024-12-10 00:00:00,Technical Issues,15.6,14,155.84,4,Detractor,No
SUB0755,2024-05-01 00:00:00,2024-05,Podium,19.99,USA,30,25-34,Social Media,Yes,2024-06-19 00:00:00,Found Alternative,1.6,0,31.98,9,Promoter,No
SUB0756,2024-07-10 00:00:00,2024-07,Podium,19.99,USA,47,45-54,Paid Ad,No,,Not Churned,5.7,4,113.94,5,Detractor,Yes
SUB0757,2023-11-19 00:00:00,2023-11,Podium,19.99,Europe,51,45-54,Paid Ad,Yes,2024-04-03 00:00:00,Technical Issues,4.5,3,89.96,6,Detractor,No
SUB0758,2023-05-28 00:00:00,2023-05,Podium,19.99,UAE,32,25-34,Paid Ad,No,,Not Churned,19.2,18,383.81,5,Detractor,No
SUB0759,2024-02-12 00:00:00,2024-02,Podium,19.99,Europe,46,45-54,Organic,No,,Not Churned,10.6,9,211.89,7,Passive,No
SUB0760,2024-07-31 00:00:00,2024-07,Pit Lane,9.99,Europe,43,35-44,Organic,Yes,2024-12-14 00:00:00,No Time,4.5,3,44.96,7,Passive,No
SUB0761,2024-11-24 00:00:00,2024-11,Pit Lane,9.99,USA,35,35-44,Referral,No,,Not Churned,1.2,0,11.99,4,Detractor,No
SUB0762,2023-05-24 00:00:00,2023-05,Podium,19.99,Europe,22,18-24,Social Media,No,,Not Churned,19.3,18,385.81,9,Promoter,No
SUB0763,2023-03-22 00:00:00,2023-03,Podium,19.99,Europe,18,18-24,Social Media,No,,Not Churned,21.4,20,427.79,5,Detractor,No
SUB0764,2023-02-24 00:00:00,2023-02,Paddock Club,39.99,Europe,34,25-34,Paid Ad,Yes,2023-11-18 00:00:00,Too Expensive,8.8,7,351.91,8,Passive,No
SUB0765,2023-12-15 00:00:00,2023-12,Pit Lane,9.99,UAE,20,18-24,Referral,No,,Not Churned,12.5,11,124.88,6,Detractor,No
SUB0766,2024-09-01 00:00:00,2024-09,Podium,19.99,Latin America,21,18-24,Referral,No,,Not Churned,4,3,79.96,4,Detractor,No
SUB0767,2023-01-31 00:00:00,2023-01,Pit Lane,9.99,Asia,43,35-44,Referral,No,,Not Churned,23,22,229.77,4,Detractor,No
SUB0768,2024-04-06 00:00:00,2024-04,Pit Lane,9.99,USA,34,25-34,Paid Ad,No,,Not Churned,8.8,7,87.91,6,Detractor,No
SUB0769,2024-01-20 00:00:00,2024-01,Pit Lane,9.99,USA,18,18-24,Organic,No,,Not Churned,11.4,10,113.89,9,Promoter,No
SUB0770,2024-11-07 00:00:00,2024-11,Pit Lane,9.99,Europe,35,35-44,Referral,No,,Not Churned,1.8,0,17.98,5,Detractor,No
SUB0771,2023-10-30 00:00:00,2023-10,Pit Lane,9.99,UAE,38,35-44,Organic,No,,Not Churned,14.1,13,140.86,6,Detractor,No
SUB0772,2023-03-26 00:00:00,2023-03,Podium,19.99,Europe,24,18-24,Social Media,Yes,2024-05-18 00:00:00,Lack of Content,13.8,12,275.86,7,Passive,No
SUB0773,2024-02-03 00:00:00,2024-02,Podium,19.99,Middle East,24,18-24,Referral,No,,Not Churned,10.9,10,217.89,6,Detractor,No
SUB0774,2023-01-06 00:00:00,2023-01,Pit Lane,9.99,Europe,35,35-44,Organic,No,,Not Churned,23.8,23,237.76,9,Promoter,No
SUB0775,2023-10-04 00:00:00,2023-10,Podium,19.99,UAE,39,35-44,Referral,Yes,2023-12-17 00:00:00,Lack of Content,2.4,1,47.98,7,Passive,No
SUB0776,2024-03-17 00:00:00,2024-03,Podium,19.99,Europe,34,25-34,Social Media,No,,Not Churned,9.5,8,189.9,2,Detractor,No
SUB0777,2024-02-22 00:00:00,2024-02,Podium,19.99,Middle East,42,35-44,Organic,Yes,2024-05-07 00:00:00,Found Alternative,2.5,1,49.97,7,Passive,No
SUB0778,2024-07-21 00:00:00,2024-07,Paddock Club,39.99,UAE,25,25-34,Social Media,Yes,2024-11-11 00:00:00,No Time,3.7,2,147.96,7,Passive,No
SUB0779,2023-01-13 00:00:00,2023-01,Pit Lane,9.99,USA,32,25-34,Referral,Yes,2024-03-15 00:00:00,Too Expensive,14,13,139.86,5,Detractor,No
SUB0780,2024-07-26 00:00:00,2024-07,Paddock Club,39.99,Europe,26,25-34,Paid Ad,No,,Not Churned,5.2,4,207.95,7,Passive,No
SUB0781,2024-08-08 00:00:00,2024-08,Podium,19.99,Asia,40,35-44,Organic,No,,Not Churned,4.8,3,95.95,6,Detractor,No
SUB0782,2023-06-23 00:00:00,2023-06,Podium,19.99,Asia,34,25-34,Organic,Yes,2024-05-26 00:00:00,Found Alternative,11.1,10,221.89,9,Promoter,No
SUB0783,2024-05-19 00:00:00,2024-05,Pit Lane,9.99,Latin America,20,18-24,Organic,Yes,2024-07-30 00:00:00,No Time,2.4,1,23.98,7,Passive,No
SUB0784,2023-10-10 00:00:00,2023-10,Podium,19.99,USA,32,25-34,Paid Ad,No,,Not Churned,14.7,13,293.85,6,Detractor,No
SUB0785,2023-03-20 00:00:00,2023-03,Podium,19.99,USA,26,25-34,Paid Ad,No,,Not Churned,21.4,20,427.79,7,Passive,No
SUB0786,2024-10-02 00:00:00,2024-10,Pit Lane,9.99,Europe,27,25-34,Paid Ad,No,,Not Churned,3,2,29.97,4,Detractor,No
SUB0787,2024-04-13 00:00:00,2024-04,Pit Lane,9.99,Europe,18,18-24,Organic,Yes,2024-07-29 00:00:00,Too Expensive,3.5,2,34.97,5,Detractor,No
SUB0788,2024-02-10 00:00:00,2024-02,Podium,19.99,Europe,44,35-44,Organic,No,,Not Churned,10.7,9,213.89,10,Promoter,No
SUB0789,2023-12-04 00:00:00,2023-12,Paddock Club,39.99,USA,47,45-54,Social Media,No,,Not Churned,12.9,12,515.87,9,Promoter,No
SUB0790,2024-10-28 00:00:00,2024-10,Pit Lane,9.99,Middle East,27,25-34,Social Media,No,,Not Churned,2.1,1,20.98,6,Detractor,Yes
SUB0791,2023-11-25 00:00:00,2023-11,Pit Lane,9.99,Europe,18,18-24,Paid Ad,No,,Not Churned,13.2,12,131.87,6,Detractor,No
SUB0792,2024-05-05 00:00:00,2024-05,Pit Lane,9.99,Latin America,38,35-44,Organic,Yes,2024-09-13 00:00:00,Found Alternative,4.3,3,42.96,2,Detractor,No
SUB0793,2023-10-26 00:00:00,2023-10,Pit Lane,9.99,UAE,22,18-24,Organic,No,,Not Churned,14.2,13,141.86,9,Promoter,No
SUB0794,2024-08-12 00:00:00,2024-08,Pit Lane,9.99,Europe,22,18-24,Paid Ad,No,,Not Churned,4.6,3,45.95,5,Detractor,No
SUB0795,2023-10-15 00:00:00,2023-10,Pit Lane,9.99,Latin America,23,18-24,Organic,No,,Not Churned,14.6,13,145.85,8,Passive,No
SUB0796,2023-04-27 00:00:00,2023-04,Pit Lane,9.99,Europe,34,25-34,Paid Ad,No,,Not Churned,20.2,19,201.8,5,Detractor,No
SUB0797,2024-07-12 00:00:00,2024-07,Podium,19.99,USA,23,18-24,Referral,Yes,2024-12-29 00:00:00,Too Expensive,5.6,4,111.94,4,Detractor,No
SUB0798,2024-04-17 00:00:00,2024-04,Podium,19.99,Latin America,31,25-34,Paid Ad,No,,Not Churned,8.5,7,169.92,7,Passive,No
SUB0799,2023-10-26 00:00:00,2023-10,Pit Lane,9.99,Europe,26,25-34,Referral,No,,Not Churned,14.2,13,141.86,8,Passive,Yes
SUB0800,2024-02-23 00:00:00,2024-02,Podium,19.99,Europe,34,25-34,Organic,No,,Not Churned,10.2,9,203.9,8,Passive,No
